"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	92	270793	34.0
	"Oklahoma"	"40"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	82	234515	35.0
	"Oklahoma"	"40"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	78	237177	32.9
	"Oklahoma"	"40"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	123	246821	49.8
	"Oklahoma"	"40"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	105	243735	43.1
	"Oklahoma"	"40"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	81	245192	33.0
	"Oklahoma"	"40"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	81	229603	35.3
	"Oklahoma"	"40"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	19	171560	11.1 (Unreliable)
	"Oklahoma"	"40"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	15	151056	9.9 (Unreliable)
	"Oklahoma"	"40"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	22	148467	14.8
	"Oklahoma"	"40"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	48	267063	18.0
	"Oklahoma"	"40"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	86	273176	31.5
	"Oklahoma"	"40"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	70	236770	29.6
	"Oklahoma"	"40"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	94	239522	39.2
	"Oklahoma"	"40"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	95	243372	39.0
	"Oklahoma"	"40"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	96	240616	39.9
	"Oklahoma"	"40"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	74	249740	29.6
	"Oklahoma"	"40"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	79	233771	33.8
	"Oklahoma"	"40"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	15	176501	8.5 (Unreliable)
	"Oklahoma"	"40"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	11	155676	7.1 (Unreliable)
	"Oregon"	"41"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	11	226351	4.9 (Unreliable)
	"Oregon"	"41"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	37	240533	15.4
	"Oregon"	"41"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	31	266709	11.6
	"Oregon"	"41"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	55	266688	20.6
	"Oregon"	"41"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	15	248835	6.0 (Unreliable)
	"Oregon"	"41"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	33	246155	13.4
	"Oregon"	"41"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	10	227417	4.4 (Unreliable)
	"Oregon"	"41"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	18	243282	7.4 (Unreliable)
	"Oregon"	"41"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	30	263346	11.4
	"Oregon"	"41"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	50	263061	19.0
	"Oregon"	"41"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	24	254916	9.4
	"Oregon"	"41"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	34	252118	13.5
	"Oregon"	"41"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	18	228280	7.9 (Unreliable)
	"Oregon"	"41"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	22	244376	9.0
	"Oregon"	"41"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	30	259754	11.5
	"Oregon"	"41"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	51	260373	19.6
	"Oregon"	"41"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	31	265970	11.7
	"Oregon"	"41"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	42	261753	16.0
	"Oregon"	"41"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	15	231627	6.5 (Unreliable)
	"Oregon"	"41"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	30	246655	12.2
	"Oregon"	"41"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	44	255824	17.2
	"Oregon"	"41"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	61	257716	23.7
	"Oregon"	"41"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	52	268993	19.3
	"Oregon"	"41"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	64	263783	24.3
	"Oregon"	"41"	"2002"	"2002"	"55-64 years"	"55-64"	"Female"	"F"	13	175521	7.4 (Unreliable)
	"Oregon"	"41"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	11	169625	6.5 (Unreliable)
	"Oregon"	"41"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	12	127085	9.4 (Unreliable)
	"Oregon"	"41"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	15	233493	6.4 (Unreliable)
	"Oregon"	"41"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	29	247568	11.7
	"Oregon"	"41"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	38	251791	15.1
	"Oregon"	"41"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	64	254897	25.1
	"Oregon"	"41"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	64	272864	23.5
	"Oregon"	"41"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	71	266049	26.7
	"Oregon"	"41"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	14	186431	7.5 (Unreliable)
	"Oregon"	"41"	"2003"	"2003"	"55-64 years"	"55-64"	"Male"	"M"	24	180536	13.3
	"Oregon"	"41"	"2004"	"2004"	"20-24 years"	"20-24"	"Female"	"F"	10	122934	8.1 (Unreliable)
	"Oregon"	"41"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	21	233235	9.0
	"Oregon"	"41"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	30	246196	12.2
	"Oregon"	"41"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	46	249110	18.5
	"Oregon"	"41"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	58	253290	22.9
	"Oregon"	"41"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	57	274842	20.7
	"Oregon"	"41"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	67	267147	25.1
	"Oregon"	"41"	"2004"	"2004"	"55-64 years"	"55-64"	"Female"	"F"	27	197393	13.7
	"Oregon"	"41"	"2004"	"2004"	"55-64 years"	"55-64"	"Male"	"M"	20	191240	10.5
	"Oregon"	"41"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	10	127241	7.9 (Unreliable)
	"Oregon"	"41"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	17	235689	7.2 (Unreliable)
	"Oregon"	"41"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	48	246130	19.5
	"Oregon"	"41"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	36	249107	14.5
	"Oregon"	"41"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	57	254630	22.4
	"Oregon"	"41"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	56	277501	20.2
	"Oregon"	"41"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	82	268534	30.5
	"Oregon"	"41"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	20	210184	9.5
	"Oregon"	"41"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	26	202574	12.8
	"Oregon"	"41"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	22	127483	17.3
	"Oregon"	"41"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	24	240086	10.0
	"Oregon"	"41"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	52	248871	20.9
	"Oregon"	"41"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	66	250082	26.4
	"Oregon"	"41"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	49	255704	19.2
	"Oregon"	"41"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	72	279842	25.7
	"Oregon"	"41"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	102	270561	37.7
	"Oregon"	"41"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	24	222786	10.8
	"Oregon"	"41"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	37	214050	17.3
	"Oregon"	"41"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	20	127447	15.7
	"Oregon"	"41"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	28	246037	11.4
	"Oregon"	"41"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	55	253498	21.7
	"Oregon"	"41"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	53	249049	21.3
	"Oregon"	"41"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	64	256122	25.0
	"Oregon"	"41"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	81	280497	28.9
	"Oregon"	"41"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	97	271131	35.8
	"Oregon"	"41"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	33	233839	14.1
	"Oregon"	"41"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	37	224095	16.5
	"Oregon"	"41"	"2008"	"2008"	"15-19 years"	"15-19"	"Male"	"M"	14	133296	10.5 (Unreliable)
	"Oregon"	"41"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	23	127455	18.0
	"Oregon"	"41"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	22	251473	8.7
	"Oregon"	"41"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	62	258347	24.0
	"Oregon"	"41"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	44	247951	17.7
	"Oregon"	"41"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	66	254788	25.9
	"Oregon"	"41"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	60	279353	21.5
	"Oregon"	"41"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	69	269633	25.6
	"Oregon"	"41"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	31	243630	12.7
	"Oregon"	"41"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	38	232986	16.3
	"Oregon"	"41"	"2009"	"2009"	"20-24 years"	"20-24"	"Male"	"M"	22	128416	17.1
	"Oregon"	"41"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	32	257002	12.5
	"Oregon"	"41"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	55	263327	20.9
	"Oregon"	"41"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	33	246297	13.4
	"Oregon"	"41"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	77	253989	30.3
	"Oregon"	"41"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	88	276180	31.9
	"Oregon"	"41"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	76	267679	28.4
	"Oregon"	"41"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	34	254013	13.4
	"Oregon"	"41"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	45	241568	18.6
	"Oregon"	"41"	"2009"	"2009"	"65-74 years"	"65-74"	"Female"	"F"	11	146322	7.5 (Unreliable)
	"Oregon"	"41"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	22	128461	17.1
	"Oregon"	"41"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	22	259369	8.5
	"Oregon"	"41"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	69	264775	26.1
	"Oregon"	"41"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	49	245938	19.9
	"Oregon"	"41"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	61	253587	24.1
	"Oregon"	"41"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	75	273578	27.4
	"Oregon"	"41"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	73	265497	27.5
	"Oregon"	"41"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	37	261500	14.1
	"Oregon"	"41"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	45	248066	18.1
	"Oregon"	"41"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	28	132096	21.2
	"Oregon"	"41"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	28	262524	10.7
	"Oregon"	"41"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	75	266845	28.1
	"Oregon"	"41"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	48	247849	19.4
	"Oregon"	"41"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	72	254914	28.2
	"Oregon"	"41"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	70	268485	26.1
	"Oregon"	"41"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	75	261583	28.7
	"Oregon"	"41"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	37	272258	13.6
	"Oregon"	"41"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	55	257197	21.4
	"Oregon"	"41"	"2011"	"2011"	"65-74 years"	"65-74"	"Female"	"F"	11	159061	6.9 (Unreliable)
	"Oregon"	"41"	"2011"	"2011"	"65-74 years"	"65-74"	"Male"	"M"	10	146440	6.8 (Unreliable)
	"Oregon"	"41"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	27	134691	20.0
	"Oregon"	"41"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	34	263863	12.9
	"Oregon"	"41"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	54	267638	20.2
	"Oregon"	"41"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	44	250597	17.6
	"Oregon"	"41"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	59	257073	23.0
	"Oregon"	"41"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	70	263592	26.6
	"Oregon"	"41"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	79	257880	30.6
	"Oregon"	"41"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	38	274190	13.9
	"Oregon"	"41"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	39	258316	15.1
	"Oregon"	"41"	"2012"	"2012"	"65-74 years"	"65-74"	"Female"	"F"	10	172460	5.8 (Unreliable)
	"Oregon"	"41"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	19	135556	14.0 (Unreliable)
	"Oregon"	"41"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	25	265712	9.4
	"Oregon"	"41"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	48	269403	17.8
	"Oregon"	"41"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	53	252824	21.0
	"Oregon"	"41"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	53	259412	20.4
	"Oregon"	"41"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	54	259498	20.8
	"Oregon"	"41"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	58	255070	22.7
	"Oregon"	"41"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	40	277435	14.4
	"Oregon"	"41"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	50	259684	19.3
	"Oregon"	"41"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	18	183210	9.8 (Unreliable)
	"Oregon"	"41"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	12	169159	7.1 (Unreliable)
	"Oregon"	"41"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	12	132274	9.1 (Unreliable)
	"Oregon"	"41"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	23	135760	16.9
	"Oregon"	"41"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	31	269953	11.5
	"Oregon"	"41"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	77	274364	28.1
	"Oregon"	"41"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	41	255008	16.1
	"Oregon"	"41"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	58	261468	22.2
	"Oregon"	"41"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	58	257720	22.5
	"Oregon"	"41"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	71	255150	27.8
	"Oregon"	"41"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	46	279906	16.4
	"Oregon"	"41"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	53	260501	20.3
	"Oregon"	"41"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	20	194401	10.3
	"Oregon"	"41"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	11	179274	6.1 (Unreliable)
	"Oregon"	"41"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	19	135438	14.0 (Unreliable)
	"Oregon"	"41"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	31	276148	11.2
	"Oregon"	"41"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	65	280826	23.1
	"Oregon"	"41"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	35	258876	13.5
	"Oregon"	"41"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	63	265233	23.8
	"Oregon"	"41"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	62	258351	24.0
	"Oregon"	"41"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	62	256899	24.1
	"Oregon"	"41"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	52	282674	18.4
	"Oregon"	"41"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	62	262454	23.6
	"Oregon"	"41"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	19	189056	10.0 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"15-19 years"	"15-19"	"Female"	"F"	10	415900	2.4 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	21	432782	4.9
	"Pennsylvania"	"42"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	24	370143	6.5
	"Pennsylvania"	"42"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	61	370200	16.5
	"Pennsylvania"	"42"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	45	799419	5.6
	"Pennsylvania"	"42"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	160	790250	20.2
	"Pennsylvania"	"42"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	114	991694	11.5
	"Pennsylvania"	"42"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	244	966081	25.3
	"Pennsylvania"	"42"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	54	844482	6.4
	"Pennsylvania"	"42"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	151	814584	18.5
	"Pennsylvania"	"42"	"1999"	"1999"	"55-64 years"	"55-64"	"Female"	"F"	13	587749	2.2 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	25	532986	4.7
	"Pennsylvania"	"42"	"1999"	"1999"	"65-74 years"	"65-74"	"Female"	"F"	10	548864	1.8 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"65-74 years"	"65-74"	"Male"	"M"	15	433220	3.5 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"75-84 years"	"75-84"	"Female"	"F"	19	437115	4.3 (Unreliable)
	"Pennsylvania"	"42"	"1999"	"1999"	"75-84 years"	"75-84"	"Male"	"M"	11	269126	4.1 (Unreliable)
	"Pennsylvania"	"42"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	30	433506	6.9
	"Pennsylvania"	"42"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	21	373302	5.6
	"Pennsylvania"	"42"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	66	373108	17.7
	"Pennsylvania"	"42"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	56	783623	7.1
	"Pennsylvania"	"42"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	188	776651	24.2
	"Pennsylvania"	"42"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	149	986842	15.1
	"Pennsylvania"	"42"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	281	960852	29.2
	"Pennsylvania"	"42"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	75	866352	8.7
	"Pennsylvania"	"42"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	181	838345	21.6
	"Pennsylvania"	"42"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	12	592754	2.0 (Unreliable)
	"Pennsylvania"	"42"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	27	538651	5.0
	"Pennsylvania"	"42"	"2000"	"2000"	"75-84 years"	"75-84"	"Female"	"F"	12	439888	2.7 (Unreliable)
	"Pennsylvania"	"42"	"2001"	"2001"	"15-19 years"	"15-19"	"Female"	"F"	13	420248	3.1 (Unreliable)
	"Pennsylvania"	"42"	"2001"	"2001"	"15-19 years"	"15-19"	"Male"	"M"	23	439182	5.2
	"Pennsylvania"	"42"	"2001"	"2001"	"20-24 years"	"20-24"	"Female"	"F"	15	385205	3.9 (Unreliable)
	"Pennsylvania"	"42"	"2001"	"2001"	"20-24 years"	"20-24"	"Male"	"M"	80	384888	20.8
	"Pennsylvania"	"42"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	33	759961	4.3
	"Pennsylvania"	"42"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	132	754148	17.5
	"Pennsylvania"	"42"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	99	973817	10.2
	"Pennsylvania"	"42"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	253	947232	26.7
	"Pennsylvania"	"42"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	69	901601	7.7
	"Pennsylvania"	"42"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	163	873521	18.7
	"Pennsylvania"	"42"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	14	602249	2.3 (Unreliable)
	"Pennsylvania"	"42"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	27	550478	4.9
	"Pennsylvania"	"42"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	27	444023	6.1
	"Pennsylvania"	"42"	"2002"	"2002"	"20-24 years"	"20-24"	"Female"	"F"	24	392907	6.1
	"Pennsylvania"	"42"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	78	394990	19.7
	"Pennsylvania"	"42"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	52	748559	6.9
	"Pennsylvania"	"42"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	167	745395	22.4
	"Pennsylvania"	"42"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	130	956926	13.6
	"Pennsylvania"	"42"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	245	930870	26.3
	"Pennsylvania"	"42"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	89	910363	9.8
	"Pennsylvania"	"42"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	183	882375	20.7
	"Pennsylvania"	"42"	"2002"	"2002"	"55-64 years"	"55-64"	"Female"	"F"	22	635141	3.5
	"Pennsylvania"	"42"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	35	584387	6.0
	"Pennsylvania"	"42"	"2003"	"2003"	"15-19 years"	"15-19"	"Female"	"F"	16	428741	3.7 (Unreliable)
	"Pennsylvania"	"42"	"2003"	"2003"	"15-19 years"	"15-19"	"Male"	"M"	27	449050	6.0
	"Pennsylvania"	"42"	"2003"	"2003"	"20-24 years"	"20-24"	"Female"	"F"	25	398260	6.3
	"Pennsylvania"	"42"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	126	405741	31.1
	"Pennsylvania"	"42"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	55	743768	7.4
	"Pennsylvania"	"42"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	168	741583	22.7
	"Pennsylvania"	"42"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	179	937746	19.1
	"Pennsylvania"	"42"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	308	913686	33.7
	"Pennsylvania"	"42"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	114	926196	12.3
	"Pennsylvania"	"42"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	259	898083	28.8
	"Pennsylvania"	"42"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	27	661298	4.1
	"Pennsylvania"	"42"	"2003"	"2003"	"55-64 years"	"55-64"	"Male"	"M"	40	610775	6.5
	"Pennsylvania"	"42"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	12	442864	2.7 (Unreliable)
	"Pennsylvania"	"42"	"2004"	"2004"	"15-19 years"	"15-19"	"Male"	"M"	43	455326	9.4
	"Pennsylvania"	"42"	"2004"	"2004"	"20-24 years"	"20-24"	"Female"	"F"	31	400377	7.7
	"Pennsylvania"	"42"	"2004"	"2004"	"20-24 years"	"20-24"	"Male"	"M"	142	410559	34.6
	"Pennsylvania"	"42"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	84	739586	11.4
	"Pennsylvania"	"42"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	205	737158	27.8
	"Pennsylvania"	"42"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	158	920035	17.2
	"Pennsylvania"	"42"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	327	897765	36.4
	"Pennsylvania"	"42"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	153	943376	16.2
