"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Chesterfield County, VA"	"51041"	"2015"	"2015"	"All Other Causes"	"O"	2410	335687	717.9	689.3	746.6	734.1	703.9	764.2	0.1%
	"Clarke County, VA"	"51043"	"2015"	"2015"	"All Other Causes"	"O"	138	14363	960.8	800.5	1121.1	692.1	573.3	810.9	0.0%
	"Craig County, VA"	"51045"	"2015"	"2015"	"All Other Causes"	"O"	54	5211	1036.3	778.5	1352.1	711.8	531.6	933.5	0.0%
	"Culpeper County, VA"	"51047"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	49432	Unreliable	12.5	42.4	Unreliable	13.0	44.0	0.0%
	"Culpeper County, VA"	"51047"	"2015"	"2015"	"All Other Causes"	"O"	392	49432	793.0	714.5	871.5	738.1	663.7	812.4	0.0%
	"Cumberland County, VA"	"51049"	"2015"	"2015"	"All Other Causes"	"O"	87	9719	895.2	717.0	1104.2	628.4	500.5	778.9	0.0%
	"Dickenson County, VA"	"51051"	"2015"	"2015"	"All Other Causes"	"O"	222	15115	1468.7	1275.5	1661.9	1112.1	961.2	1263.1	0.0%
	"Dinwiddie County, VA"	"51053"	"2015"	"2015"	"All Other Causes"	"O"	216	27852	775.5	672.1	879.0	675.6	582.1	769.2	0.0%
	"Essex County, VA"	"51057"	"2015"	"2015"	"All Other Causes"	"O"	138	11130	1239.9	1033.0	1446.8	848.1	700.5	995.7	0.0%
	"Fairfax County, VA"	"51059"	"2015"	"2015"	"Drug-Induced Causes"	"D"	86	1142234	7.5	6.0	9.3	7.3	5.8	9.1	0.0%
	"Fairfax County, VA"	"51059"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	58	1142234	5.1	3.9	6.6	4.5	3.4	5.8	0.0%
	"Fairfax County, VA"	"51059"	"2015"	"2015"	"All Other Causes"	"O"	4846	1142234	424.3	412.3	436.2	460.3	447.0	473.5	0.2%
	"Fauquier County, VA"	"51061"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	68782	Unreliable	10.1	32.3	Unreliable	12.1	38.7	0.0%
	"Fauquier County, VA"	"51061"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	15	68782	Unreliable	12.2	36.0	Unreliable	10.7	33.0	0.0%
	"Fauquier County, VA"	"51061"	"2015"	"2015"	"All Other Causes"	"O"	508	68782	738.6	674.3	802.8	663.1	604.4	721.9	0.0%
	"Floyd County, VA"	"51063"	"2015"	"2015"	"All Other Causes"	"O"	168	15651	1073.4	911.1	1235.7	751.7	634.8	868.7	0.0%
	"Fluvanna County, VA"	"51065"	"2015"	"2015"	"All Other Causes"	"O"	246	26235	937.7	820.5	1054.9	728.6	635.7	821.6	0.0%
	"Franklin County, VA"	"51067"	"2015"	"2015"	"All Other Causes"	"O"	596	56264	1059.3	974.2	1144.3	759.7	696.3	823.2	0.0%
	"Frederick County, VA"	"51069"	"2015"	"2015"	"Drug-Induced Causes"	"D"	22	83199	26.4	16.6	40.0	27.3	16.9	41.7	0.0%
	"Frederick County, VA"	"51069"	"2015"	"2015"	"All Other Causes"	"O"	653	83199	784.9	724.7	845.1	675.0	622.7	727.4	0.0%
	"Giles County, VA"	"51071"	"2015"	"2015"	"All Other Causes"	"O"	227	16708	1358.6	1181.9	1535.4	954.4	826.0	1082.8	0.0%
	"Gloucester County, VA"	"51073"	"2015"	"2015"	"All Other Causes"	"O"	351	37143	945.0	846.1	1043.9	734.4	655.2	813.6	0.0%
	"Goochland County, VA"	"51075"	"2015"	"2015"	"All Other Causes"	"O"	185	22253	831.3	711.5	951.1	618.9	525.2	712.6	0.0%
	"Grayson County, VA"	"51077"	"2015"	"2015"	"All Other Causes"	"O"	197	16012	1230.3	1058.5	1402.1	789.3	674.2	904.4	0.0%
	"Greene County, VA"	"51079"	"2015"	"2015"	"All Other Causes"	"O"	162	19162	845.4	715.2	975.6	763.2	642.8	883.5	0.0%
	"Greensville County, VA"	"51081"	"2015"	"2015"	"All Other Causes"	"O"	219	11885	1842.7	1598.6	2086.7	1606.2	1389.5	1822.9	0.0%
	"Halifax County, VA"	"51083"	"2015"	"2015"	"All Other Causes"	"O"	426	35125	1212.8	1097.6	1328.0	798.4	717.8	879.0	0.0%
	"Hanover County, VA"	"51085"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	103227	Unreliable	6.7	21.5	Unreliable	8.3	26.7	0.0%
	"Hanover County, VA"	"51085"	"2015"	"2015"	"All Other Causes"	"O"	899	103227	870.9	814.0	927.8	717.0	669.1	764.8	0.0%
	"Henrico County, VA"	"51087"	"2015"	"2015"	"Drug-Induced Causes"	"D"	47	325155	14.5	10.6	19.2	14.6	10.6	19.5	0.0%
	"Henrico County, VA"	"51087"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	23	325155	7.1	4.5	10.6	6.9	4.3	10.5	0.0%
	"Henrico County, VA"	"51087"	"2015"	"2015"	"All Other Causes"	"O"	2770	325155	851.9	820.2	883.6	737.0	708.9	765.0	0.1%
	"Henry County, VA"	"51089"	"2015"	"2015"	"All Other Causes"	"O"	586	51881	1129.5	1038.1	1221.0	730.0	668.1	791.8	0.0%
	"Highland County, VA"	"51091"	"2015"	"2015"	"All Other Causes"	"O"	28	2214	1264.7	840.4	1827.8	811.6	502.4	1240.6	0.0%
	"Isle of Wight County, VA"	"51093"	"2015"	"2015"	"All Other Causes"	"O"	301	36314	828.9	735.2	922.5	650.7	575.6	725.8	0.0%
	"James City County, VA"	"51095"	"2015"	"2015"	"All Other Causes"	"O"	752	73147	1028.1	954.6	1101.5	626.3	579.3	673.2	0.0%
	"King and Queen County, VA"	"51097"	"2015"	"2015"	"All Other Causes"	"O"	65	7158	908.1	700.8	1157.4	548.9	419.9	705.1	0.0%
	"King George County, VA"	"51099"	"2015"	"2015"	"All Other Causes"	"O"	160	25515	627.1	529.9	724.2	663.8	558.1	769.6	0.0%
	"King William County, VA"	"51101"	"2015"	"2015"	"All Other Causes"	"O"	153	16269	940.4	791.4	1089.5	889.9	745.3	1034.5	0.0%
	"Lancaster County, VA"	"51103"	"2015"	"2015"	"All Other Causes"	"O"	200	10965	1824.0	1571.2	2076.8	733.9	609.3	858.5	0.0%
	"Lee County, VA"	"51105"	"2015"	"2015"	"All Other Causes"	"O"	300	24742	1212.5	1075.3	1349.7	917.1	809.9	1024.2	0.0%
	"Loudoun County, VA"	"51107"	"2015"	"2015"	"Drug-Induced Causes"	"D"	23	375629	6.1	3.9	9.2	6.5	4.1	9.7	0.0%
	"Loudoun County, VA"	"51107"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	375629	Unreliable	1.7	5.6	Unreliable	1.5	5.1	0.0%
	"Loudoun County, VA"	"51107"	"2015"	"2015"	"All Other Causes"	"O"	1193	375629	317.6	299.6	335.6	472.0	444.2	499.7	0.0%
	"Louisa County, VA"	"51109"	"2015"	"2015"	"All Other Causes"	"O"	293	34602	846.8	749.8	943.7	672.1	592.6	751.7	0.0%
	"Lunenburg County, VA"	"51111"	"2015"	"2015"	"All Other Causes"	"O"	139	12299	1130.2	942.3	1318.1	776.0	643.1	908.8	0.0%
	"Madison County, VA"	"51113"	"2015"	"2015"	"All Other Causes"	"O"	140	13134	1065.9	889.4	1242.5	705.6	584.3	827.0	0.0%
	"Mathews County, VA"	"51115"	"2015"	"2015"	"All Other Causes"	"O"	142	8862	1602.3	1338.8	1865.9	888.0	724.0	1052.1	0.0%
	"Mecklenburg County, VA"	"51117"	"2015"	"2015"	"All Other Causes"	"O"	424	31081	1364.2	1234.3	1494.0	822.9	740.9	905.0	0.0%
	"Middlesex County, VA"	"51119"	"2015"	"2015"	"All Other Causes"	"O"	143	10606	1348.3	1127.3	1569.3	677.5	557.8	797.3	0.0%
	"Montgomery County, VA"	"51121"	"2015"	"2015"	"All Other Causes"	"O"	610	97653	624.7	575.1	674.2	713.3	656.0	770.6	0.0%
	"Nelson County, VA"	"51125"	"2015"	"2015"	"All Other Causes"	"O"	179	14785	1210.7	1033.3	1388.0	776.2	655.4	897.0	0.0%
	"New Kent County, VA"	"51127"	"2015"	"2015"	"All Other Causes"	"O"	167	20392	818.9	694.7	943.2	778.5	651.3	905.7	0.0%
	"Northampton County, VA"	"51131"	"2015"	"2015"	"All Other Causes"	"O"	183	12155	1505.6	1287.4	1723.7	873.1	737.0	1009.2	0.0%
	"Northumberland County, VA"	"51133"	"2015"	"2015"	"All Other Causes"	"O"	169	12232	1381.6	1173.3	1589.9	640.6	531.3	749.8	0.0%
	"Nottoway County, VA"	"51135"	"2015"	"2015"	"All Other Causes"	"O"	190	15673	1212.3	1039.9	1384.7	905.0	774.0	1036.0	0.0%
	"Orange County, VA"	"51137"	"2015"	"2015"	"All Other Causes"	"O"	380	35385	1073.9	965.9	1181.9	772.1	692.9	851.2	0.0%
	"Page County, VA"	"51139"	"2015"	"2015"	"All Other Causes"	"O"	286	23726	1205.4	1065.7	1345.1	859.0	757.0	960.9	0.0%
	"Patrick County, VA"	"51141"	"2015"	"2015"	"All Other Causes"	"O"	288	18045	1596.0	1411.7	1780.3	979.5	860.7	1098.4	0.0%
	"Pittsylvania County, VA"	"51143"	"2015"	"2015"	"All Other Causes"	"O"	638	62194	1025.8	946.2	1105.4	715.0	657.7	772.4	0.0%
	"Powhatan County, VA"	"51145"	"2015"	"2015"	"All Other Causes"	"O"	201	28031	717.1	617.9	816.2	631.0	539.9	722.1	0.0%
	"Prince Edward County, VA"	"51147"	"2015"	"2015"	"All Other Causes"	"O"	243	22952	1058.7	925.6	1191.8	861.6	747.6	975.7	0.0%
	"Prince George County, VA"	"51149"	"2015"	"2015"	"All Other Causes"	"O"	201	37862	530.9	457.5	604.3	563.0	483.5	642.5	0.0%
	"Prince William County, VA"	"51153"	"2015"	"2015"	"Drug-Induced Causes"	"D"	32	451721	7.1	4.8	10.0	7.0	4.8	9.8	0.0%
	"Prince William County, VA"	"51153"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	451721	Unreliable	1.5	4.9	Unreliable	1.5	4.7	0.0%
	"Prince William County, VA"	"51153"	"2015"	"2015"	"All Other Causes"	"O"	1706	451721	377.7	359.7	395.6	568.6	540.0	597.2	0.1%
	"Pulaski County, VA"	"51155"	"2015"	"2015"	"All Other Causes"	"O"	397	34332	1156.4	1042.6	1270.1	811.3	729.1	893.5	0.0%
	"Rappahannock County, VA"	"51157"	"2015"	"2015"	"All Other Causes"	"O"	62	7378	840.3	644.3	1077.3	525.1	398.7	678.8	0.0%
	"Richmond County, VA"	"51159"	"2015"	"2015"	"All Other Causes"	"O"	119	8908	1335.9	1095.9	1575.9	848.0	688.3	1007.8	0.0%
	"Roanoke County, VA"	"51161"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	94409	Unreliable	5.8	20.8	Unreliable	5.7	21.9	0.0%
	"Roanoke County, VA"	"51161"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	94409	Unreliable	9.7	27.5	Unreliable	6.8	20.0	0.0%
	"Roanoke County, VA"	"51161"	"2015"	"2015"	"All Other Causes"	"O"	969	94409	1026.4	961.8	1091.0	684.7	640.4	728.9	0.0%
	"Rockbridge County, VA"	"51163"	"2015"	"2015"	"All Other Causes"	"O"	279	22354	1248.1	1101.6	1394.6	736.3	643.6	829.0	0.0%
	"Rockingham County, VA"	"51165"	"2015"	"2015"	"All Other Causes"	"O"	674	78593	857.6	792.8	922.3	610.4	563.2	657.6	0.0%
	"Russell County, VA"	"51167"	"2015"	"2015"	"All Other Causes"	"O"	349	27891	1251.3	1120.0	1382.6	924.7	825.1	1024.2	0.0%
	"Scott County, VA"	"51169"	"2015"	"2015"	"All Other Causes"	"O"	339	22126	1532.1	1369.0	1695.2	979.8	872.6	1087.1	0.0%
	"Shenandoah County, VA"	"51171"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	43190	Unreliable	16.0	51.5	Unreliable	17.0	57.5	0.0%
	"Shenandoah County, VA"	"51171"	"2015"	"2015"	"All Other Causes"	"O"	500	43190	1157.7	1056.2	1259.2	770.2	700.8	839.6	0.0%
	"Smyth County, VA"	"51173"	"2015"	"2015"	"All Other Causes"	"O"	426	31470	1353.7	1225.1	1482.2	920.5	830.7	1010.3	0.0%
	"Southampton County, VA"	"51175"	"2015"	"2015"	"All Other Causes"	"O"	135	18109	745.5	619.7	871.2	558.1	459.1	657.1	0.0%
	"Spotsylvania County, VA"	"51177"	"2015"	"2015"	"Drug-Induced Causes"	"D"	22	130475	16.9	10.6	25.5	17.2	10.6	26.2	0.0%
	"Spotsylvania County, VA"	"51177"	"2015"	"2015"	"All Other Causes"	"O"	808	130475	619.3	576.6	662.0	641.0	595.7	686.2	0.0%
	"Stafford County, VA"	"51179"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	142003	Unreliable	7.0	19.2	Unreliable	6.7	18.4	0.0%
	"Stafford County, VA"	"51179"	"2015"	"2015"	"All Other Causes"	"O"	665	142003	468.3	432.7	503.9	636.5	586.0	687.0	0.0%
	"Surry County, VA"	"51181"	"2015"	"2015"	"All Other Causes"	"O"	94	6709	1401.1	1132.2	1714.6	1014.1	810.0	1253.9	0.0%
	"Sussex County, VA"	"51183"	"2015"	"2015"	"All Other Causes"	"O"	149	11715	1271.9	1067.6	1476.1	1030.9	862.3	1199.5	0.0%
	"Tazewell County, VA"	"51185"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	42899	Unreliable	17.8	54.8	Unreliable	17.8	57.3	0.0%
	"Tazewell County, VA"	"51185"	"2015"	"2015"	"All Other Causes"	"O"	581	42899	1354.3	1244.2	1464.5	956.7	876.7	1036.6	0.0%
	"Warren County, VA"	"51187"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	39083	Unreliable	17.7	56.9	Unreliable	18.8	60.5	0.0%
	"Warren County, VA"	"51187"	"2015"	"2015"	"All Other Causes"	"O"	337	39083	862.3	770.2	954.3	772.4	688.0	856.8	0.0%
	"Washington County, VA"	"51191"	"2015"	"2015"	"All Other Causes"	"O"	598	54591	1095.4	1007.6	1183.2	785.6	720.8	850.4	0.0%
	"Westmoreland County, VA"	"51193"	"2015"	"2015"	"All Other Causes"	"O"	240	17629	1361.4	1189.2	1533.6	853.3	740.1	966.6	0.0%
	"Wise County, VA"	"51195"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	39718	Unreliable	17.4	56.0	Unreliable	17.4	58.7	0.0%
	"Wise County, VA"	"51195"	"2015"	"2015"	"All Other Causes"	"O"	505	39718	1271.5	1160.6	1382.4	1086.8	990.2	1183.5	0.0%
	"Wythe County, VA"	"51197"	"2015"	"2015"	"All Other Causes"	"O"	445	29119	1528.2	1386.2	1670.2	1079.5	976.3	1182.8	0.0%
	"York County, VA"	"51199"	"2015"	"2015"	"All Other Causes"	"O"	411	67837	605.9	547.3	664.4	548.0	494.4	601.7	0.0%
	"Alexandria city, VA"	"51510"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	153511	Unreliable	4.5	14.5	Unreliable	3.7	11.8	0.0%
	"Alexandria city, VA"	"51510"	"2015"	"2015"	"All Other Causes"	"O"	707	153511	460.6	426.6	494.5	542.5	500.7	584.2	0.0%
	"Bristol city, VA"	"51520"	"2015"	"2015"	"All Other Causes"	"O"	300	17141	1750.2	1552.1	1948.2	1197.6	1053.4	1341.8	0.0%
	"Buena Vista city, VA"	"51530"	"2015"	"2015"	"All Other Causes"	"O"	84	6618	1269.3	1012.4	1571.4	1042.5	826.6	1297.5	0.0%
	"Charlottesville city, VA"	"51540"	"2015"	"2015"	"All Other Causes"	"O"	291	46597	624.5	552.7	696.3	793.3	700.0	886.7	0.0%
	"Chesapeake city, VA"	"51550"	"2015"	"2015"	"Drug-Induced Causes"	"D"	45	235429	19.1	13.9	25.6	20.2	14.6	27.1	0.0%
	"Chesapeake city, VA"	"51550"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	18	235429	Unreliable	4.5	12.1	Unreliable	4.4	12.1	0.0%
	"Chesapeake city, VA"	"51550"	"2015"	"2015"	"All Other Causes"	"O"	1705	235429	724.2	689.8	758.6	767.5	730.3	804.7	0.1%
	"Colonial Heights city, VA"	"51570"	"2015"	"2015"	"All Other Causes"	"O"	270	17820	1515.2	1334.4	1695.9	963.7	842.1	1085.3	0.0%
	"Covington city, VA"	"51580"	"2015"	"2015"	"All Other Causes"	"O"	128	5658	2262.3	1870.4	2654.2	1548.8	1273.5	1824.2	0.0%
	"Danville city, VA"	"51590"	"2015"	"2015"	"All Other Causes"	"O"	686	42082	1630.2	1508.2	1752.1	1067.3	983.1	1151.5	0.0%
	"Emporia city, VA"	"51595"	"2015"	"2015"	"All Other Causes"	"O"	19	5496	Unreliable	208.1	539.9	Unreliable	164.9	453.3	0.0%
	"Fairfax city, VA"	"51600"	"2015"	"2015"	"All Other Causes"	"O"	232	24013	966.1	841.8	1090.5	740.8	642.7	838.8	0.0%
	"Falls Church city, VA"	"51610"	"2015"	"2015"	"All Other Causes"	"O"	67	13892	482.3	373.8	612.5	569.4	439.4	725.7	0.0%
	"Franklin city, VA"	"51620"	"2015"	"2015"	"All Other Causes"	"O"	135	8490	1590.1	1321.9	1858.3	1131.8	930.6	1333.0	0.0%
	"Fredericksburg city, VA"	"51630"	"2015"	"2015"	"All Other Causes"	"O"	186	28118	661.5	566.4	756.6	747.5	638.6	856.5	0.0%
	"Galax city, VA"	"51640"	"2015"	"2015"	"All Other Causes"	"O"	176	6914	2545.6	2169.5	2921.6	1704.2	1436.7	1971.6	0.0%
	"Hampton city, VA"	"51650"	"2015"	"2015"	"Drug-Induced Causes"	"D"	26	136454	19.1	12.4	27.9	20.7	13.2	30.8	0.0%
	"Hampton city, VA"	"51650"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	136454	Unreliable	4.5	15.4	Unreliable	3.9	14.0	0.0%
	"Hampton city, VA"	"51650"	"2015"	"2015"	"All Other Causes"	"O"	1219	136454	893.3	843.2	943.5	827.2	780.1	874.3	0.0%
	"Harrisonburg city, VA"	"51660"	"2015"	"2015"	"All Other Causes"	"O"	325	52538	618.6	551.3	685.9	799.9	710.0	889.7	0.0%
	"Hopewell city, VA"	"51670"	"2015"	"2015"	"All Other Causes"	"O"	317	22378	1416.6	1260.6	1572.5	1175.1	1043.6	1306.7	0.0%
	"Lexington city, VA"	"51678"	"2015"	"2015"	"All Other Causes"	"O"	95	7262	1308.2	1058.4	1599.2	1109.8	883.9	1375.8	0.0%
	"Lynchburg city, VA"	"51680"	"2015"	"2015"	"All Other Causes"	"O"	771	79812	966.0	897.8	1034.2	843.2	780.8	905.6	0.0%
	"Manassas city, VA"	"51683"	"2015"	"2015"	"All Other Causes"	"O"	222	41764	531.6	461.6	601.5	757.3	653.0	861.6	0.0%
	"Manassas Park city, VA"	"51685"	"2015"	"2015"	"All Other Causes"	"O"	23	15726	146.3	92.7	219.5	278.6	172.5	425.9	0.0%
	"Martinsville city, VA"	"51690"	"2015"	"2015"	"All Other Causes"	"O"	324	13645	2374.5	2115.9	2633.1	1507.5	1333.7	1681.2	0.0%
	"Newport News city, VA"	"51700"	"2015"	"2015"	"Drug-Induced Causes"	"D"	22	182385	12.1	7.6	18.3	13.5	8.4	20.6	0.0%
	"Newport News city, VA"	"51700"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	24	182385	13.2	8.4	19.6	13.0	8.2	19.4	0.0%
	"Newport News city, VA"	"51700"	"2015"	"2015"	"All Other Causes"	"O"	1517	182385	831.8	789.9	873.6	859.0	815.2	902.8	0.1%
	"Norfolk city, VA"	"51710"	"2015"	"2015"	"Drug-Induced Causes"	"D"	45	246393	18.3	13.3	24.4	19.2	13.9	26.0	0.0%
	"Norfolk city, VA"	"51710"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	22	246393	8.9	5.6	13.5	9.4	5.8	14.4	0.0%
	"Norfolk city, VA"	"51710"	"2015"	"2015"	"All Other Causes"	"O"	1898	246393	770.3	735.7	805.0	875.1	834.7	915.5	0.1%
	"Norton city, VA"	"51720"	"2015"	"2015"	"All Other Causes"	"O"	50	3939	1269.4	942.1	1673.5	1075.9	793.3	1426.5	0.0%
	"Petersburg city, VA"	"51730"	"2015"	"2015"	"All Other Causes"	"O"	512	32477	1576.5	1439.9	1713.1	1292.9	1177.7	1408.1	0.0%
	"Poquoson city, VA"	"51735"	"2015"	"2015"	"All Other Causes"	"O"	111	12059	920.5	749.2	1091.7	719.8	583.8	855.8	0.0%
	"Portsmouth city, VA"	"51740"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	96201	20.8	12.7	32.1	21.8	13.1	34.0	0.0%
	"Portsmouth city, VA"	"51740"	"2015"	"2015"	"All Other Causes"	"O"	1066	96201	1108.1	1041.6	1174.6	980.7	920.7	1040.8	0.0%
	"Radford city, VA"	"51750"	"2015"	"2015"	"All Other Causes"	"O"	122	17403	701.0	576.6	825.4	1065.6	873.0	1258.2	0.0%
	"Richmond city, VA"	"51760"	"2015"	"2015"	"Drug-Induced Causes"	"D"	50	220289	22.7	16.8	29.9	21.0	15.3	28.0	0.0%
	"Richmond city, VA"	"51760"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	17	220289	Unreliable	4.5	12.4	Unreliable	4.2	11.9	0.0%
	"Richmond city, VA"	"51760"	"2015"	"2015"	"All Other Causes"	"O"	1648	220289	748.1	712.0	784.2	756.7	718.9	794.4	0.1%
	"Roanoke city, VA"	"51770"	"2015"	"2015"	"Drug-Induced Causes"	"D"	26	99897	26.0	17.0	38.1	27.3	17.7	40.3	0.0%
	"Roanoke city, VA"	"51770"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	19	99897	Unreliable	11.5	29.7	Unreliable	9.2	24.5	0.0%
	"Roanoke city, VA"	"51770"	"2015"	"2015"	"All Other Causes"	"O"	1051	99897	1052.1	988.5	1115.7	856.2	802.8	909.6	0.0%
	"Salem city, VA"	"51775"	"2015"	"2015"	"All Other Causes"	"O"	365	25432	1435.2	1288.0	1582.4	1055.6	944.7	1166.4	0.0%
	"Staunton city, VA"	"51790"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	24416	Unreliable	22.5	80.6	Unreliable	20.7	79.4	0.0%
	"Staunton city, VA"	"51790"	"2015"	"2015"	"All Other Causes"	"O"	397	24416	1626.0	1466.0	1785.9	998.5	896.9	1100.0	0.0%
	"Suffolk city, VA"	"51800"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	88161	Unreliable	5.4	20.9	Unreliable	5.3	20.2	0.0%
	"Suffolk city, VA"	"51800"	"2015"	"2015"	"All Other Causes"	"O"	733	88161	831.4	771.2	891.6	818.3	758.1	878.5	0.0%
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	"Drug-Induced Causes"	"D"	63	452745	13.9	10.7	17.8	13.6	10.4	17.5	0.0%
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	38	452745	8.4	5.9	11.5	7.8	5.5	10.8	0.0%
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	"All Other Causes"	"O"	2964	452745	654.7	631.1	678.2	656.5	632.5	680.4	0.1%
	"Waynesboro city, VA"	"51820"	"2015"	"2015"	"All Other Causes"	"O"	279	21491	1298.2	1145.9	1450.6	961.9	846.8	1077.0	0.0%
	"Williamsburg city, VA"	"51830"	"2015"	"2015"	"All Other Causes"	"O"	40	15052	265.7	189.9	361.9	227.0	162.2	309.1	0.0%
	"Winchester city, VA"	"51840"	"2015"	"2015"	"All Other Causes"	"O"	228	27284	835.7	727.2	944.1	705.5	612.6	798.4	0.0%
	"Adams County, WA"	"53001"	"2015"	"2015"	"All Other Causes"	"O"	132	19254	685.6	568.6	802.5	810.7	670.7	950.7	0.0%
	"Asotin County, WA"	"53003"	"2015"	"2015"	"All Other Causes"	"O"	268	22105	1212.4	1067.2	1357.6	788.9	691.0	886.7	0.0%
	"Benton County, WA"	"53005"	"2015"	"2015"	"Drug-Induced Causes"	"D"	37	190309	19.4	13.7	26.8	20.0	14.0	27.9	0.0%
	"Benton County, WA"	"53005"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	24	190309	12.6	8.1	18.8	11.9	7.5	17.8	0.0%
	"Benton County, WA"	"53005"	"2015"	"2015"	"All Other Causes"	"O"	1415	190309	743.5	704.8	782.3	706.2	668.9	743.6	0.1%
	"Chelan County, WA"	"53007"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	75644	Unreliable	9.2	29.4	Unreliable	7.9	26.7	0.0%
	"Chelan County, WA"	"53007"	"2015"	"2015"	"All Other Causes"	"O"	674	75644	891.0	823.7	958.3	649.4	599.0	699.7	0.0%
	"Clallam County, WA"	"53009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	73486	Unreliable	10.4	32.0	Unreliable	12.9	41.4	0.0%
	"Clallam County, WA"	"53009"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	20	73486	27.2	16.6	42.0	20.8	11.9	33.8	0.0%
	"Clallam County, WA"	"53009"	"2015"	"2015"	"All Other Causes"	"O"	925	73486	1258.7	1177.6	1339.9	682.7	634.2	731.3	0.0%
	"Clark County, WA"	"53011"	"2015"	"2015"	"Drug-Induced Causes"	"D"	70	459495	15.2	11.9	19.2	14.8	11.5	18.8	0.0%
	"Clark County, WA"	"53011"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	64	459495	13.9	10.7	17.8	12.0	9.2	15.5	0.0%
	"Clark County, WA"	"53011"	"2015"	"2015"	"All Other Causes"	"O"	3315	459495	721.4	696.9	746.0	686.3	662.5	710.2	0.1%
	"Columbia County, WA"	"53013"	"2015"	"2015"	"All Other Causes"	"O"	59	3944	1495.9	1138.8	1929.7	783.0	586.5	1024.1	0.0%
	"Cowlitz County, WA"	"53015"	"2015"	"2015"	"Drug-Induced Causes"	"D"	16	103468	Unreliable	8.8	25.1	Unreliable	7.9	23.2	0.0%
	"Cowlitz County, WA"	"53015"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	27	103468	26.1	17.2	38.0	21.7	14.0	32.0	0.0%
	"Cowlitz County, WA"	"53015"	"2015"	"2015"	"All Other Causes"	"O"	1106	103468	1068.9	1005.9	1131.9	791.6	743.8	839.4	0.0%
	"Douglas County, WA"	"53017"	"2015"	"2015"	"All Other Causes"	"O"	304	40534	750.0	665.7	834.3	632.0	559.9	704.1	0.0%
	"Ferry County, WA"	"53019"	"2015"	"2015"	"All Other Causes"	"O"	69	7582	910.1	708.1	1151.7	617.5	473.4	791.6	0.0%
	"Franklin County, WA"	"53021"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	88807	Unreliable	5.4	20.7	Unreliable	5.9	24.5	0.0%
	"Franklin County, WA"	"53021"	"2015"	"2015"	"All Other Causes"	"O"	351	88807	395.2	353.9	436.6	618.3	551.4	685.3	0.0%
	"Garfield County, WA"	"53023"	"2015"	"2015"	"All Other Causes"	"O"	31	2219	1397.0	949.2	1983.0	662.2	446.8	945.3	0.0%
	"Grant County, WA"	"53025"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	93259	Unreliable	9.0	26.5	Unreliable	10.0	29.5	0.0%
	"Grant County, WA"	"53025"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	93259	Unreliable	9.8	27.9	Unreliable	9.4	27.8	0.0%
	"Grant County, WA"	"53025"	"2015"	"2015"	"All Other Causes"	"O"	655	93259	702.3	648.6	756.1	716.7	661.0	772.4	0.0%
